Guildford Borough Council - Business Rates information as at 1 April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This file contains information on rateable values, charges, reliefs and ratepayers as at 1 April 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For additional information please see https://www.guildford.gov.uk/businessrates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place Ref,Property Addr 1,Property Addr 2,Property Addr 3,Property Addr 4,Property Addr 5,Property Post Code,Property Description,31/03/2017 Rateable Value,31/03/2023 Rateable Value,Current Rateable Value,Annual Charge,Transitional Reduction,Empty (Y/N) or Not Available (N/A),Date Fell Empty,Empty Exemption,Small Business Rate Relief (Y/N),Mandatory Relief (Y/N),Mandatory Relief %,Discretionary Relief (Y/N),Discretionary Relief %,Rural Rate Relief Y/N,Supporting Small Business Relief,Retail Discount Y/N,Name,Correspondence Addr 1,Correspondence Addr 2,Correspondence Addr 3,Correspondence Addr 4,Correspondence Addr 5,Correspondence Post Code
363470081,Rangers of Guildford,8 Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR,STORE AND PREMISES,"12,250","11,500","13,750","6,627.97",233.28,N,,,Y,N,0,N,0,N,Y,N,Rangers of Guildford Ltd,Rangers of Guildford,8 Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR
363470085,SED Ltd,Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR,WORKSHOP AND PREMISES,"20,750","19,500","23,250","11,601.75",0.00,N,,,N,N,0,N,0,N,N,Y,S.E.D. Ltd,Westfield Road,Slyfield,Guildford,,,GU1 1RR
363470086,A & M MOT Services,Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR,"WORKSHOP, WORKSHOP AND PREMISES","15,750","14,750","17,750","8,501.09",356.16,N,,,N,N,0,N,0,N,Y,Y,A & M MOT Services Ltd,A & M MOT Services,Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR
363470090,6 Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RR,WORKSHOP AND PREMISES,"31,500","29,500","35,250","17,589.75",0.00,N,,,N,N,0,N,0,N,N,Y,Electrical Wholesale Supplies (Guildford) Ltd,6 Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RR
363470101,4 Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RR,FACTORY AND PREMISES,"71,500","71,500","83,500","45,591.00",0.00,N,,,N,N,0,N,0,N,N,N,Leedsheath Ltd,Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RR
363470121,Chambers Waste Management,20-24 Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR,WASTE RECYCLING PLANT AND PREMISES,"245,000","197,000","305,000","166,530.00",0.00,N,,,N,N,0,N,0,N,N,N,Chambers Runfold Plc,Chambers House,North Moors,Slyfield Industrial Estate,Guildford,Surrey,GU1 1SE
363470140,Calor Gas Centre,28 Westfield Road,Slyfield,Guildford,Surrey,GU1 1RR,PORTACABIN AND PREMISES,"10,500","10,500","15,500","6,051.63","1,682.87",N,,,N,N,0,N,0,N,N,N,Calor Gas Limited,,,,,,
363470150,29 Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RU,LAND USED FOR STORAGE AND PREMISES,"9,100","13,250","15,750","7,636.57",222.68,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363470160,27 Westfield Road,Slyfield,Guildford,Surrey,,GU1 1RU,LAND USED FOR STORAGE AND PREMISES,"8,200","12,750","15,000","7,348.40",136.60,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363470172,Ochre Print Studio,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR,"COMMUNITY CENTRE, WORKSHOP AND PREMISES","5,700","5,700","4,900","2,445.10",0.00,N,,,Y,N,0,N,0,N,N,N,Ochre Print Studio Limited,Ochre Print Studio,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR
363470173,Jellytree Productions,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR,"COMMUNITY CENTRE, WORKSHOP AND PREMISES","2,275","2,275","2,125","1,060.38",0.00,N,,,Y,N,0,N,0,N,N,N,Jellytree Productions Ltd,Jellytree Productions,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR
363470174,Aluna Ceramics,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR,"COMMUNITY CENTRE, WORKSHOP AND PREMISES","1,625","1,625","1,500",748.50,0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
363470175,Glass Zoo,Lockwood Day Centre,Westfield Road,Slyfield,Guildford Surrey,GU1 1RR,"COMMUNITY CENTRE, WORKSHOP AND PREMISES","1,550","1,550","1,450",723.55,0.00,Y,31/12/2018,Under the rateable value threshold,N,N,0,N,0,N,N,N,Surrey County Council,Wilks Head & Eve LLP,3rd Floor,55 New Oxford Street,London,,WC1A 1BS
363650380,38 Weyside Road,Guildford,Surrey,,,GU1 1JB,OFFICES AND PREMISES,"40,000","43,000","63,500","33,828.94",842.06,N,,,N,N,0,N,0,N,N,Y,B.T.U. Group Of Companies,38 Weyside,Guildford,Surrey,,,GU1 1HX
363650381,38 Weyside Road,Guildford,Surrey,,,GU1 1HX,STORE AND PREMISES,"14,000","13,000","14,500","7,235.50",0.00,N,,,Y,N,0,N,0,N,Y,N,B.T.U Supplies Ltd,38 Weyside Road,Guildford,Surrey,,,GU1 1HX
363650382,38 Weyside Road,Guildford,Surrey,,,GU1 1JB,STORE AND PREMISES,"8,000","7,700","8,700","4,341.30",0.00,N,,,N,N,0,N,0,N,N,N,B.T.U. Group Of Companies,38 Weyside,Guildford,Surrey,,,GU1 1HX
363651150,Stoke Old Cemetery,Weyside Road,Guildford,Surrey,,GU1 1HZ,CEMETERY AND PREMISES,"2,025","6,600","4,600","2,295.40",0.00,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363770300,Water Hereditament,Woking Road (Slyfield),Guildford,Surrey,,GU1 1QD,SEWAGE TREATMENT WORKS AND PREMISES,"510,000","520,000","625,000","341,250.00",0.00,N,,,N,N,0,N,0,N,N,N,Thames Water Utilities Ltd,,,,,,
363770535,Shop at,54 Woking Road,Guildford,Surrey,,GU1 1QD,SHOP AND PREMISES,"5,900","6,800","8,100","3,919.15",122.75,N,,,Y,N,0,N,0,N,N,N,K Lucas Cafe Limited,,,,,,
363770545,Office 1,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"1,675","1,975","2,650","1,138.29",184.06,N,,,N,N,0,N,0,N,N,N,Luv To Care Ltd,Office 1,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770546,Office 2,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"1,675","1,975","2,650","1,138.29",184.06,N,,,Y,N,0,N,0,N,N,N,Redford Education International Ltd,Office 2,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770547,Office 3,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"1,625","1,875","2,550","1,080.65",191.80,N,,,Y,N,0,N,0,N,N,N,Medicolegal Partners Ltd,Office 3,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770548,Office 4,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"3,600","4,200","5,700","2,420.65",423.65,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770549,Office 5,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"1,950","2,275","3,050","1,311.19",210.76,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770551,Office 6,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"5,500","6,400","8,700","3,688.61",652.69,N,,,N,N,0,N,0,N,N,N,Anstey Bond LLP,Office 6,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770552,55 Woking Road,Guildford,Surrey,,,GU1 1QD,SHOP AND PREMISES,"5,100","6,100","7,300","3,515.71",126.99,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
363770553,Office 7,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"1,225","1,425","1,950",821.29,151.76,N,,,N,N,0,N,0,N,N,N,Woodstock IT Ltd,Office 7,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770554,Office 8,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"2,600","3,050","4,150","1,757.86",312.99,N,,,Y,N,0,N,0,N,N,N,Network Surety Ltd,Office 8,First Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770555,Office 9,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD,OFFICES AND PREMISES,"6,800","7,300","9,900","4,207.32",732.78,N,,,Y,N,0,N,0,N,N,N,Liberal Democrats (Guildford),Office 9,Ground Floor,53a Woking Road,Guildford,Surrey,GU1 1QD
363770557,Car Parking Spaces 1-5,53a Woking Road,Guildford,Surrey,,GU1 1QD,CAR PARKING SPACE AND PREMISES,"2,000","2,000","2,000",998.00,0.00,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770558,Office 10,53a Woking Road,Guildford,Surrey,,GU1 1QD,OFFICES AND PREMISES,"1,275","1,500","2,025",864.52,145.96,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770559,1st Floor Store,53a Woking Road,Guildford,Surrey,,GU1 1QD,OFFICES AND PREMISES,380,445,600,256.48,42.92,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770561,Ground Floor Store,53a Woking Road,Guildford,Surrey,,GU1 1QD,OFFICES AND PREMISES,84,163,220,93.95,15.83,N,,,N,N,0,N,0,N,N,N,Syntech Systems Ltd,Mission Hall,53a Woking Road,Guildford,Surrey,,GU1 1QD
363770562,56 Woking Road,Guildford,Surrey,,,GU1 1QD,SHOP AND PREMISES,"16,000","19,000","22,500","11,227.50",0.00,N,,,N,N,0,N,0,N,N,Y,Bellfield Store,56 Woking Road,Guildford,Surrey,,,GU1 1QD
363770563,Adj 56 Woking Road,Guildford,Surrey,,,GU1 1QD,ADVERTISING RIGHT AND PREMISES,75,600,500,249.50,0.00,N,,,N,N,0,N,0,N,N,N,Primesight Ltd,One Park West,33-39 Strand Street,Liverpool,,,L1 8LT
363771449,Bellfields Service Station,Woking Road,Guildford,Surrey,,GU1 1QX,PETROL FILLING STATION AND PREMISES,"134,000","147,000","120,000","65,520.00",0.00,N,,,N,N,0,N,0,N,N,N,Euro Garages Ltd,,,,,,
363771451,Transmitter Mast Highway Site 51493,Woking Road,Guildford,Surrey,,GU1 1QL,COMMUNICATION STATION AND PREMISES,"2,900","4,400","5,100","2,535.92",8.98,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
363771460,Stoke Mill,Woking Road,Guildford,Surrey,,GU1 1AQ,OFFICES AND PREMISES,"184,000","197,000","240,000","131,040.00",0.00,N,,,N,N,0,N,0,N,N,N,Reach Southern Media Ltd,One Canada Square,Canary Wharf,London,,,E14 5AP
363771472,Store Room at GBC Depot,Woking Road,Guildford,Surrey,,GU1 1QE,STORE AND PREMISES,"2,425","2,275","2,550","1,272.45",0.00,Y,30/09/2022,6 months,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771480,"Workshop, Woking Road Depot",Woking Road,Guildford,Surrey,,GU1 1QE,WORKSHOP AND PREMISES,"7,700","7,300","7,700","3,842.30",0.00,Y,30/09/2022,6 months,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771482,Office at GBC Depot,Woking Road,Guildford,Surrey,,GU1 1QE,OFFICES AND PREMISES,800,750,840,419.16,0.00,Y,05/06/2015,Under the rateable value threshold,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771485,Office & Adj Land,GBC Depot,Woking Road,Guildford,Surrey,GU1 1QE,OFFICES AND PREMISES,"15,500","15,500","21,000","10,479.00",0.00,Y,30/09/2022,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771488,GBC Depot,Woking Road,Guildford,Surrey,,GU1 1QE,WAREHOUSE AND PREMISES,,"201,000","307,500","167,895.00",0.00,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771489,Car Parking Spaces @,GBC Depot,Woking Road,Guildford,Surrey,GU1 1QD,CAR PARKING SPACE AND PREMISES,,840,840,419.16,0.00,Y,16/01/2021,Other,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363771490,At Bus Shelter,Adj. Guildford BC Depot,Woking Road,Guildford,,GU1 1QE,ADVERTISING STATION AND PREMISES,600,600,500,249.50,0.00,N,,,N,N,0,N,0,N,N,N,Clear Channel UK Ltd,NNDR Department,33 Golden Square,London,,,W1F 9JT
363830021,Land at,3-5 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,CAR PARKING SPACES AND PREMISES,"30,000","33,000","33,000","16,467.00",0.00,Y,01/10/2015,Other,N,N,0,N,0,N,N,N,.Big Yellow Self Storage Company Limited  ,,,,,,
363830022,Big Yellow Self Storage Company Retail Building,Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,Warehouse and Premises,,"260,000","277,500","151,515.00",0.00,N,,,N,N,0,N,0,N,N,N,Big Yellow Storge Company A Ltd,Unit 2 The Deans,Bridge Road,Bagshot,Surrey,,GU19 5AT
363830035,Rear Warehouse,6-8 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,WAREHOUSE AND PREMISES,,"38,000","39,750","19,835.25",0.00,N,,,N,N,0,N,0,N,N,Y,Wine & Something Ltd,Rear Warehouse,6-8 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA
363830036,6-8 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,WAREHOUSE AND PREMISES,,"101,000","101,000","55,146.00",0.00,N,,,N,N,0,N,0,N,N,N,C Brewer & Sons Ltd,Altus Group UK Ltd,Unit 8 Thame Business Park,Wenman Road,Thame,Oxon,OX9 3XA
363830040,9a Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,WORKSHOP AND PREMISES,"30,500","28,250","34,750","17,340.25",0.00,N,,,N,N,0,N,0,N,N,Y,Motion Training Ltd,9a Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA
363830050,9b Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,WORKSHOP AND PREMISES,"20,250","19,000","23,250","11,601.75",0.00,N,,,N,N,0,N,0,N,N,N,Brandon Hire Plc t/a Bentley Brown Equipment Ltd,The Property Team Brandon Hire Station,Ayr Street,Radford,Nottingham,,NG7 4FX
363830060,10 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,WORKSHOP AND PREMISES,"45,000","41,750","51,000","27,846.00",0.00,N,,,N,N,0,N,0,N,N,Y,Bentley Brown Catering Hire Ltd,10 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA
363830075,Unit 2 Meadow House,11 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,FACTORY AND PREMISES,"25,250","23,750","29,250","14,595.75",0.00,N,,,N,N,0,N,0,N,N,Y,www.sashwindowspecialist.co.uk Ltd,,,,,,
363830076,Unit 1 Meadows House,11 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,WAREHOUSE AND PREMISES,"18,500","17,250","21,500","10,728.50",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
363830078,Unit 3 Meadows House,11 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,OFFICES AND PREMISES,"7,000","9,500","11,750","5,475.28",387.97,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
363830095,Karran House,14 Woodbridge Meadows,Guildford,Surrey,,GU1 1RU,FACTORY AND PREMISES,"88,500","88,500","106,000","57,876.00",0.00,N,,,N,N,0,N,0,N,N,Y,Guildford Tyre Company Ltd,13 - 14 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA
363830096,Penmark House,12 Woodbridge Meadows,Guildford,Surrey,,GU1 1RU,WORKSHOP AND PREMISES,"87,000","83,500","83,500","45,591.00",0.00,N,,,N,N,0,N,0,N,N,Y,www.sashwindowspecialist.co.uk Ltd,Penmark House,12 Woodbridge Meadows,Guildford,Surrey,,GU1 1RU
363830100,15 & 16 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,FACTORY AND PREMISES,"136,000","136,000","136,000","74,256.00",0.00,N,,,N,N,0,N,0,N,N,N,Transformers & Rectifiers Ltd,15 & 16 Woodbridge Meadows,Guildford,,,,GU1 1BJ
363830103,Car Park at Unit 18,Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,CAR PARK AND PREMISES,"17,500","19,500","19,500","9,730.50",0.00,N,,,N,N,0,N,0,N,N,N,Porsche Retail Group Ltd,Bath Road,Calcot,Reading,,,RG31 7SG
363830104,Travelodge Guildford Hotel,Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,HOTEL AND PREMISES,"312,000","280,600","218,000","119,028.00",0.00,N,,,N,N,0,N,0,N,N,N,Travelodge Hotels Ltd,,,,,,
363830107,Unit 3 Woodbridge House,Woodbridge Meadows,Guildford,Surrey,,GU1 1BD,RETAIL WAREHOUSE AND PREMISES,"82,000","106,000","75,000","40,950.00",0.00,N,,,N,N,0,N,0,N,N,N,Evans Cycles Property Limited,Mailpoint 9274,CBRE,Iron Mountain,Unit B Rattys Lane,Hoddesdon,EN11 0RF
363830108,Units 1 & 2,Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,Leisure Centre and Premises,,"169,000","169,000","92,274.00",0.00,N,,,N,N,0,N,0,N,N,N,The Gym Ltd,,,,,,
363830114,22 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA,WAREHOUSE AND PREMISES,"10,750","10,000","11,000","5,489.00",0.00,N,,,Y,N,0,N,0,N,N,N,Miles and Son Motors Ltd,22 Woodbridge Meadows,Guildford,Surrey,,,GU1 1BA
363830121,Ground Floor Front & First Floor,21 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,OFFICES AND PREMISES,"25,750","26,500","35,000","17,465.00",0.00,N,,,N,N,0,N,0,N,N,Y,Shin Kick Promotions Ltd,Ground Floor Front & First Floor,21 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA
363830122,Ground Floor Rear,21 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,WORKSHOP AND PREMISES,"15,000","15,000","15,500","7,734.50",0.00,N,,,N,N,0,N,0,N,N,Y,Shin Kick Ltd,Ground Floor Rear,21 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA
363830160,Post Office Sorting Office,30-31 Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,POST OFFICE SORTING OFFICE AND PREMISES,"260,000","260,000","275,000","150,150.00",0.00,N,,,N,N,0,N,0,N,N,N,Royal Mail,,,,,,
363830170,Walnut Tree Close Car Park,Woodbridge Meadows,Guildford,Surrey,,GU1 1BA,CAR PARK AND PREMISES,"2,900","1,550","3,900",893.33,"1,052.77",N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
363890042,Stag House,Woodbridge Road,Guildford,Surrey,,GU1 4PU,RETAIL WAREHOUSE AND PREMISES,,"525,000","635,000","346,710.00",0.00,N,,,N,N,0,N,0,N,N,N,Lidl Great Britain Ltd,Lidl House,14 Kingston Road,Surbiton,,,KT5 9NU
363890043,Mast Site 78233,Woodbridge Road,Guildford,Surrey,,GU1 1EE,COMMUNICATION STATION AND PREMISES,,"6,600","7,800","3,803.88",88.32,N,,,N,N,0,N,0,N,N,N,EE Ltd,EE Ltd,Avison Young,PO Box 6079,Wolverhampton,,WV1 9RA
363890081,Meadows Filling Station,Woodbridge Road,Guildford,Surrey,,GU1 1ED,PETROL FILLING STATION AND PREMISES,"80,000","73,000","55,500","30,303.00",0.00,N,,,N,N,0,N,0,N,N,N,Shell UK Ltd,,,,,,
363890083,Travis Perkins Plc,Unit B Woodbridge Trade & Retail Park,Woodbridge Road,Guildford,Surrey,GU1 1EH,BUILDERS MERCHANTS AND PREMISES,"183,000","189,000","247,000","134,862.00",0.00,N,,,N,N,0,N,0,N,N,N,Travis Perkins Ltd,,,,,,
363890086,R/O National Tyre Service Ctre,Woodbridge Road,Guildford,Surrey,,GU1 1ED,WAREHOUSE AND PREMISES,"14,750","14,750","16,250","8,108.75",0.00,N,,,N,N,0,N,0,N,N,N,National Tyre Service Ltd,,,,,,
363890087,National Tyre Service Centre,Woodbridge Road,Guildford,Surrey,,GU1 1ED,VEHICLE REPAIR WORKSHOP AND PREMISES,"62,500","65,000","106,000","57,876.00",0.00,N,,,N,N,0,N,0,N,N,N,National Tyre Service Ltd,,,,,,
363890141,14 The Broadway,Woodbridge Road,Guildford,Surrey,,GU1 1ED,SHOP AND PREMISES,"19,500","19,500","28,250","13,987.60",109.15,N,,,N,N,0,N,0,N,N,N,Co-Operative Group Ltd,G L Hearn Management Ltd,P O Box 1937,Southampton,,,SO15 9NL
363890143,14a The Broadway,Woodbridge Road,Guildford,,,GU1 1DY,OFFICES AND PREMISES,"11,000","14,500","18,750","8,357.01",999.24,N,,,N,N,0,N,0,N,N,N,PrimaDollar Operations Limited (In Administration),Quantuma,3rd Floor,37 Frederick Place,Brighton,,BN1 4EA
363890170,15/16 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"43,000","35,500","49,250","24,575.75",0.00,N,,,N,N,0,N,0,N,N,N,Pets Corner Ltd,Spindle Way,Crawley,West Sussex,,,RH10 1TG
363890180,18 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"49,500","49,500","70,000","38,220.00",0.00,N,,,N,N,0,N,0,N,N,N,Majestic Wine Warehouses Ltd,,,,,,
363890190,19 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"43,250","42,500","59,500","32,487.00",0.00,N,,,N,N,0,N,0,N,N,N,Salvation Army Trading Company Ltd,66-78 Denington Road,Dennington Industrial Estate,Wellingborough,Northants,,NN8 2QH
363890200,20 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,WORKSHOP AND PREMISES,"8,200","6,700","9,500","3,861.52",878.98,N,,,N,N,0,N,0,N,N,N,Body Mechanics UK Ltd,20 Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890210,21 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"10,750","10,750","15,500","6,195.71","1,538.79",N,,,N,N,0,N,0,N,N,Y,McGarry Blinds Ltd,21 Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890221,22 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"13,250","13,250","19,500","7,636.57","2,093.93",N,,,N,N,0,N,0,N,Y,Y,Martin G. Limited,22 Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890233,Ground Floor,23 Woodbridge Road,Guildford,Surrey,,GU1 1DY,SHOP AND PREMISES,"12,250","12,250","18,000","7,060.23","1,921.77",N/A,,,N,N,0,N,0,N,Y,Y,,,,,,,
363890234,23A Woodbridge Road,Guildford,Surrey,,,GU1 1DY,OFFICES AND PREMISES,"3,900","4,600","6,200","2,651.19",442.61,N,,,Y,N,0,N,0,N,N,N,Pipistrel Software Ltd,23a Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890243,24 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,RESTAURANT AND PREMISES,"14,750","14,750","21,750","10,580.36",272.89,N,,,N,N,0,N,0,N,N,Y,Piribite Guildford Ltd,24 Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890250,25 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,RESTAURANT AND PREMISES,"12,500","12,500","18,500","7,204.32","2,027.18",N,,,N,N,0,N,0,N,N,N,Full House Restaurants Ltd,Unit 5,The Forum,Hanworth Lane,Chertsey,,KT16 9JX
363890262,26 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"5,700","4,650","6,600","2,680.01",613.39,N,,,Y,N,0,N,0,N,N,N,Guildford Lock And Safe Ltd,26 Woodbridge Road,Guildford,Surrey,,,GU1 1DY
363890270,27 Woodbridge Road,Guildford,Surrey,,,GU1 1DY,SHOP AND PREMISES,"11,500","11,500","16,750","6,627.97","1,730.28",N,,,N,N,0,N,0,N,N,Y,Apnac (Pizza) Ltd,1st Floor,118 Station Road,Addlestone,Surrey,,KT15 2BQ
363890282,28 Woodbridge Road,Guildford,Surrey,,,GU1 1ED,RESTAURANT AND PREMISES,"11,500","11,500","17,000","6,627.97","1,855.03",N,,,N,N,0,N,0,N,Y,N,Good Fortune Takeaway Ltd,28 Woodbridge Road,Guildford,Surrey,,,GU1 1ED
363890283,Magnet Ltd,Woodbridge Road,Guildford,Surrey,,GU1 1EF,RETAIL WAREHOUSE AND PREMISES,"650,000","580,000","515,000","281,190.00",0.00,N,,,N,N,0,N,0,N,N,N,Magnet Ltd,Sanderson Weatherall,6th Floor,Central Square,25 Wellington Street,Leeds,LS1 4DL
363890285,Advert Station 4603 0077 Opp. Magnet,Woodbridge Road,Guildford,Surrey,,GU1 1EF,ADVERTISING RIGHT AND PREMISES,600,600,500,249.50,0.00,N,,,N,N,0,N,0,N,N,N,Clear Channel UK Ltd,NNDR Department,33 Golden Square,London,,,W1F 9JT
363890301,Unit 1 Woodbridge Trade & Retail Park,Woodbridge Road,Guildford,Surrey,,GU1 1EF,WAREHOUSE AND PREMISES,"54,500","54,500","61,000","33,306.00",0.00,N,,,N,N,0,N,0,N,N,N,City Plumbing Supplies Holdings Ltd,Gerald Eve LLP,35 Kings Hill Avenue,West Malling,Kent,,ME19 4DN
363890302,Unit 2 Woodbridge Trade & Retail Park,Woodbridge Road,Guildford,Surrey,,GU1 1EF,Warehouse and Premises,"29,750","29,750","45,000","21,340.05","1,114.95",N,,,N,N,0,N,0,N,N,N,Benchmarx Kitchens & Plumbing Ltd,,,,,,
363890303,Unit 3 Woodbridge Trade & Retail Park,Woodbridge Road,Guildford,Surrey,,GU1 1EF,WAREHOUSE AND PREMISES,"31,750","31,750","45,500","22,704.50",0.00,N,,,N,N,0,N,0,N,N,N,The Fascia Place Ltd,Unit 2 St Georges Industrial Estate,Wilsden Road,Camberley,,,GU15 2QW
363890304,Unit 4 Woodbridge Trade & Retail Park,Woodbridge Road,Guildford,Surrey,,GU1 1EF,WAREHOUSE AND PREMISES,"40,250","40,250","59,500","31,668.33",818.67,N,,,N,N,0,N,0,N,N,N,Toolstation Ltd,Alder King,Pembroke House,15 Pembroke Road,Bristol,,BS8 3BA
